1,bb8966fc-065c-408d-a1da-d5ee0e001e60,"https://cdn.arcstudio.ai/images/model-products/086980c2-7be6-4d85-85be-fec326cc3eeb/1.jpg,https://cdn.arcstudio.ai/images/model-products/086980c2-7be6-4d85-85be-fec326cc3eeb/2.jpg,https://cdn.arcstudio.ai/images/model-products/086980c2-7be6-4d85-85be-fec326cc3eeb/3.jpg,https://cdn.arcstudio.ai/images/model-products/086980c2-7be6-4d85-85be-fec326cc3eeb/4.jpg,https://cdn.arcstudio.ai/images/model-products/086980c2-7be6-4d85-85be-fec326cc3eeb/5.jpeg,https://cdn.arcstudio.ai/images/model-products/086980c2-7be6-4d85-85be-fec326cc3eeb/6.jpg",Active,2025-08-30
2,a17013f1-ba2d-4c44-a9ab-8bf855fadb25,"https://cdn.arcstudio.ai/images/model-products/da60641c-a334-4e4b-aba8-38e6d8a3e6df/1.png,https://cdn.arcstudio.ai/images/model-products/da60641c-a334-4e4b-aba8-38e6d8a3e6df/2.png,https://cdn.arcstudio.ai/images/model-products/da60641c-a334-4e4b-aba8-38e6d8a3e6df/3.jpg,https://cdn.arcstudio.ai/images/model-products/da60641c-a334-4e4b-aba8-38e6d8a3e6df/4.jpg,https://cdn.arcstudio.ai/images/model-products/da60641c-a334-4e4b-aba8-38e6d8a3e6df/5.jpg,https://cdn.arcstudio.ai/images/model-products/da60641c-a334-4e4b-aba8-38e6d8a3e6df/6.jpg",Active,2025-08-30
3,8d9be095-2823-4335-8443-7f834f7ff626,"https://cdn.arcstudio.ai/images/model-products/eadec412-9d40-419d-bc41-8788b0fc7206/1.png,https://cdn.arcstudio.ai/images/model-products/eadec412-9d40-419d-bc41-8788b0fc7206/2.png,https://cdn.arcstudio.ai/images/model-products/eadec412-9d40-419d-bc41-8788b0fc7206/3.jpg,https://cdn.arcstudio.ai/images/model-products/eadec412-9d40-419d-bc41-8788b0fc7206/4.jpg,https://cdn.arcstudio.ai/images/model-products/eadec412-9d40-419d-bc41-8788b0fc7206/5.jpg,https://cdn.arcstudio.ai/images/model-products/eadec412-9d40-419d-bc41-8788b0fc7206/6.jpg",Active,2025-08-30
4,a0f06747-8533-423c-b81e-4e3bead2b8c1,"https://cdn.arcstudio.ai/images/model-products/51da8d62-2508-49db-884f-820d915b186e/1.png,https://cdn.arcstudio.ai/images/model-products/51da8d62-2508-49db-884f-820d915b186e/2.png,https://cdn.arcstudio.ai/images/model-products/51da8d62-2508-49db-884f-820d915b186e/3.jpg,https://cdn.arcstudio.ai/images/model-products/51da8d62-2508-49db-884f-820d915b186e/4.jpg,https://cdn.arcstudio.ai/images/model-products/51da8d62-2508-49db-884f-820d915b186e/5.jpg,https://cdn.arcstudio.ai/images/model-products/51da8d62-2508-49db-884f-820d915b186e/6.jpg",Active,2025-08-30
5,809fc012-d6de-4f8f-bdb2-b64305fc85d9,"https://cdn.arcstudio.ai/images/model-products/5ba577ad-0c80-4e4a-a93e-e67f03b0fc26/1.png,https://cdn.arcstudio.ai/images/model-products/5ba577ad-0c80-4e4a-a93e-e67f03b0fc26/2.png,https://cdn.arcstudio.ai/images/model-products/5ba577ad-0c80-4e4a-a93e-e67f03b0fc26/3.jpg,https://cdn.arcstudio.ai/images/model-products/5ba577ad-0c80-4e4a-a93e-e67f03b0fc26/4.jpg,https://cdn.arcstudio.ai/images/model-products/5ba577ad-0c80-4e4a-a93e-e67f03b0fc26/5.jpg,https://cdn.arcstudio.ai/images/model-products/5ba577ad-0c80-4e4a-a93e-e67f03b0fc26/6.jpg",Active,2025-08-30
6,570c88af-ebd2-4623-aea1-82d793887d53,"https://cdn.arcstudio.ai/images/model-products/ca515cdd-04c6-4208-9f9c-b76abcaf08c0/1.jpg,https://cdn.arcstudio.ai/images/model-products/ca515cdd-04c6-4208-9f9c-b76abcaf08c0/2.jpg",Active,2025-08-30
7,380a2973-c812-41f4-af57-406bef3f2514,"https://cdn.arcstudio.ai/images/model-products/c2b92432-c044-4628-9000-acbf7523340e/1.jpg,https://cdn.arcstudio.ai/images/model-products/c2b92432-c044-4628-9000-acbf7523340e/2.png,https://cdn.arcstudio.ai/images/model-products/c2b92432-c044-4628-9000-acbf7523340e/3.jpg,https://cdn.arcstudio.ai/images/model-products/c2b92432-c044-4628-9000-acbf7523340e/4.jpg,https://cdn.arcstudio.ai/images/model-products/c2b92432-c044-4628-9000-acbf7523340e/5.jpg,https://cdn.arcstudio.ai/images/model-products/c2b92432-c044-4628-9000-acbf7523340e/6.jpg",Active,2025-08-30
8,168f6235-b534-462c-ac60-62cc0baedbb1,"https://cdn.arcstudio.ai/images/model-products/3ceab94e-8c98-4f44-9d85-c382556dcfc0/1.jpg,https://cdn.arcstudio.ai/images/model-products/3ceab94e-8c98-4f44-9d85-c382556dcfc0/2.png,https://cdn.arcstudio.ai/images/model-products/3ceab94e-8c98-4f44-9d85-c382556dcfc0/3.jpg,https://cdn.arcstudio.ai/images/model-products/3ceab94e-8c98-4f44-9d85-c382556dcfc0/4.jpg",Active,2025-08-30
9,536bc3d7-e826-4a05-8c5c-85dcbe0e8e4d,"https://cdn.arcstudio.ai/images/model-products/29047f0f-794c-4f6e-8d91-cb57977211d0/1.jpg,https://cdn.arcstudio.ai/images/model-products/29047f0f-794c-4f6e-8d91-cb57977211d0/2.jpg",Active,2025-08-30
10,fe789e2e-8766-4a5b-9e96-8cdd54fa5bf6,"https://cdn.arcstudio.ai/images/model-products/854d52d3-a24d-42d5-b40e-14658f84e27d/1.jpg,https://cdn.arcstudio.ai/images/model-products/854d52d3-a24d-42d5-b40e-14658f84e27d/2.jpg,https://cdn.arcstudio.ai/images/model-products/854d52d3-a24d-42d5-b40e-14658f84e27d/3.jpg,https://cdn.arcstudio.ai/images/model-products/854d52d3-a24d-42d5-b40e-14658f84e27d/4.jpg,https://cdn.arcstudio.ai/images/model-products/854d52d3-a24d-42d5-b40e-14658f84e27d/5.jpg,https://cdn.arcstudio.ai/images/model-products/854d52d3-a24d-42d5-b40e-14658f84e27d/6.jpg",Active,2025-08-30
